Datetime,BKBROW,QNMASP,BXVNST,MHCHEL,QNCORO,BKMAPL,QNDKIL,BEAC,MHMHIL,BKNYRD,HFAL,SOME,QNSOZO,REDH,QNASTO,DOVE,QNLICI,BREW,BKLN,QNHBEA
6/2/2023 1:00,13.12051977,10.16796415,13.55996308,134.5793763,5.971171106,14.83527338,16.07625228,,41.09038109,24.8418544,,2.298435487,31.23666539,,15.23457773,,16.88940645,9.102172022,,9.752342599
6/2/2023 2:00,11.03949802,14.36817254,15.93583027,126.8233184,16.47414039,16.56043994,19.72978374,,26.79120441,20.68891737,,3.633721543,9.513151331,,14.87000086,,21.27162391,10.22139175,,9.430532404
6/2/2023 3:00,7.28579696,13.18011453,22.16009583,119.6754415,20.34542961,13.86960735,28.66623099,,24.93433502,26.45370641,,11.95575919,8.904211582,,21.82365343,,22.08449079,9.787324417,,13.42597836
6/2/2023 4:00,8.00413472,12.39217618,28.55361548,126.16691,13.96115606,12.61659379,30.91133101,,26.59889971,39.54021705,,17.93258668,11.52488479,,27.89953421,,26.44571157,10.3176131,,9.532826368
6/2/2023 5:00,13.96470778,15.87941611,33.15807076,129.6458498,12.52880502,13.05633338,32.06370822,,38.68364238,37.82113413,,19.41987636,7.326631037,,29.47054775,,30.25355734,10.68898967,,7.283696497
6/2/2023 6:00,18.02907694,27.44561132,39.16748889,125.3837328,16.98893802,16.50029119,36.94321096,,47.8877207,31.08343491,,17.37519951,7.138794082,,33.21463092,,37.75967993,10.84911899,,8.639247736
6/2/2023 7:00,21.84773922,25.61486729,41.65956367,127.3285242,20.21014419,18.26815531,42.95769012,,51.73334989,42.79947459,,16.75311115,6.835794573,,37.2574813,,44.60732582,11.42579389,,7.912998137
6/2/2023 8:00,26.76823279,33.08981281,64.10811658,137.9451991,27.75620031,25.15140857,54.56254468,,46.97340507,50.40226423,,17.03028215,14.49275463,,36.90581033,,48.40890543,11.62346895,,10.3655502
6/2/2023 9:00,28.79906749,38.20046647,69.74706761,,30.65385236,25.18049062,61.01079313,,76.93897446,64.21874978,,18.07485855,16.5669093,,49.19351251,,59.27171499,12.57032372,,13.6205919
6/2/2023 10:00,33.96642689,47.21020143,74.74213925,,30.21862008,18.71944492,73.92472084,,90.94439939,90.97247696,,16.64609513,18.74551971,,64.98869309,,62.67959071,11.72155005,,15.34809298
6/2/2023 11:00,40.26266592,53.76395891,53.39743683,,38.63443139,22.45668115,68.13380595,,109.0004581,94.99259551,,16.28296937,19.88073043,,40.6905285,,63.37863622,1.329506756,,11.12190946
6/2/2023 12:00,55.92787678,55.80274361,26.31738823,,38.43775278,32.39443823,40.87252065,,114.2776598,84.34634037,,5.185159309,21.14866897,,35.309429,,45.68988043,-0.183539376,,11.24610844
6/2/2023 13:00,42.08685099,10.43645042,5.333872859,,12.82029804,36.56715982,24.43044554,,15.64297592,51.98003791,,-2.56157213,47.88209898,,6.309164777,,15.85836475,1.167104108,,10.90969577
6/2/2023 14:00,19.59357591,-1.67445058,6.583432068,,-8.36907683,18.24441389,14.21438009,,11.80357459,29.84657922,,,36.03815943,,1.022321847,,-1.242933188,1.984594181,,8.080083579
6/2/2023 15:00,16.92407159,-12.82745097,-7.259202112,,-13.81056288,8.180201383,4.808418352,,4.021165302,9.703697091,,0.160084298,25.26285467,,-5.619967866,,-7.993707654,1.407021651,,3.485065601
6/2/2023 16:00,7.024181541,-13.44511637,-8.877578241,,-15.22435052,7.063367995,4.584883736,,0.831833031,6.901695707,,,19.50113221,,-15.1808322,,-10.90284584,,,-6.438356217
6/2/2023 17:00,1.622624087,-6.65303619,-11.28299801,,-9.824077393,-2.364767411,4.08995325,,4.62885491,7.183121415,,-1.025920978,13.26703892,,-19.47177621,,-9.871125292,,,-10.116906
6/2/2023 18:00,-9.11332997,-12.84098441,-10.85520988,,-13.86994243,-7.000090295,,,17.73961723,-0.485627137,,-0.590180721,6.719364632,,-13.18216139,,,1.691569406,,-10.94365028
6/2/2023 19:00,-6.518644805,-11.99298934,-3.763578032,,-8.240606213,-3.486604608,,,21.36828166,-2.714681852,,0.510349801,6.147770108,,-10.42394113,,-12.83651316,6.78095517,,-2.00708326
6/2/2023 20:00,0.513838536,-8.820763983,-2.491554857,,-11.50218912,-4.868506013,5.36152464,,7.463464934,-0.641067914,,5.524935162,9.034162733,,-4.068894898,,-8.331193625,17.28599643,,-7.759870559
6/2/2023 21:00,3.176300911,-2.899050655,-2.052039639,,-1.563440105,-2.513348117,4.081312118,,7.724622303,0.853737822,,14.43169382,11.95974749,,-2.845405432,,-7.557943757,19.22786254,,-0.065485861
6/2/2023 22:00,9.380119678,3.471471554,9.260834885,,2.946972037,5.522705882,19.22668629,,16.08301724,14.74367432,,9.959931287,15.52681447,,14.31499242,,7.205984747,10.73801617,,3.077690757
6/2/2023 23:00,14.00737596,19.34690614,16.76280454,,11.54504147,16.42116853,20.79853541,,37.89425586,26.50751376,,12.82905552,21.2867533,,20.68373645,,18.3117027,13.06778926,,6.313929251
6/3/2023 0:00,10.6702886,18.17423783,19.8394696,,10.94488274,12.84703126,27.72881993,,34.09619067,35.50977603,,15.39567544,20.00597366,,22.30021291,,20.82439629,11.36618485,,9.72360659
